,street,city,zip,state,beds,baths,sq__ft,sale_date,price,latitude,longitude,type_Condo,type_Multi-Family,type_Residential
406,7108 HEATHER TREE DR,SACRAMENTO,95842,CA,3,2,1159,Mon May 19 00:00:00 EDT 2008,170000,38.695677,-121.36022,False,False,True
407,2956 DAVENPORT WAY,SACRAMENTO,95833,CA,4,2,1917,Mon May 19 00:00:00 EDT 2008,170000,38.620687,-121.482619,False,False,True
408,10062 LINCOLN VILLAGE DR,SACRAMENTO,95827,CA,3,2,1520,Mon May 19 00:00:00 EDT 2008,170000,38.564,-121.320023,False,False,True
409,332 PALIN AVE,GALT,95632,CA,3,2,1204,Mon May 19 00:00:00 EDT 2008,174000,38.260467,-121.302636,False,False,True
410,4649 FREEWAY CIR,SACRAMENTO,95841,CA,3,2,1120,Mon May 19 00:00:00 EDT 2008,178000,38.658734,-121.357196,False,False,True
411,8593 DERLIN WAY,SACRAMENTO,95823,CA,3,2,1436,Mon May 19 00:00:00 EDT 2008,180000,38.447585,-121.426627,False,False,True
412,9273 PREMIER WAY,SACRAMENTO,95826,CA,3,2,1451,Mon May 19 00:00:00 EDT 2008,180000,38.55992,-121.352539,False,False,True
413,8032 DUSENBERG CT,SACRAMENTO,95828,CA,4,2,1638,Mon May 19 00:00:00 EDT 2008,180000,38.466499,-121.381119,False,False,True
414,7110 STELLA LN Unit 15,CARMICHAEL,95608,CA,2,2,1000,Mon May 19 00:00:00 EDT 2008,182000,38.637396,-121.300055,True,False,False
415,1786 PIEDMONT WAY,ROSEVILLE,95661,CA,3,1,1152,Mon May 19 00:00:00 EDT 2008,188325,38.72748,-121.256537,False,False,True
416,1347 HIDALGO CIR,ROSEVILLE,95747,CA,3,2,1154,Mon May 19 00:00:00 EDT 2008,191500,38.747878,-121.311279,False,False,True
417,212 CAPPUCINO WAY,SACRAMENTO,95838,CA,3,2,1353,Mon May 19 00:00:00 EDT 2008,192000,38.657811,-121.465327,False,False,True
418,5938 WOODBRIAR WAY,CITRUS HEIGHTS,95621,CA,3,2,1329,Mon May 19 00:00:00 EDT 2008,192700,38.706152,-121.325399,False,False,True
419,3801 WILDROSE WAY,SACRAMENTO,95826,CA,3,1,1356,Mon May 19 00:00:00 EDT 2008,195000,38.544368,-121.369979,False,False,True
420,508 SAMUEL WAY,SACRAMENTO,95838,CA,3,2,1505,Mon May 19 00:00:00 EDT 2008,197654,38.645689,-121.452766,False,False,True
421,6128 CARL SANDBURG CIR,SACRAMENTO,95842,CA,3,1,1009,Mon May 19 00:00:00 EDT 2008,198000,38.681541,-121.355616,False,False,True
422,1 KENNELFORD CIR,SACRAMENTO,95823,CA,3,2,1144,Mon May 19 00:00:00 EDT 2008,200345,38.46452,-121.427606,False,False,True
423,909 SINGINGWOOD RD,SACRAMENTO,95864,CA,2,1,930,Mon May 19 00:00:00 EDT 2008,203000,38.581471,-121.38839,False,False,True
424,6671 FOXWOOD CT,SACRAMENTO,95841,CA,4,2,1766,Mon May 19 00:00:00 EDT 2008,207000,38.687943,-121.328883,False,False,True
425,8165 AYN RAND CT,SACRAMENTO,95828,CA,4,3,1940,Mon May 19 00:00:00 EDT 2008,208000,38.468639,-121.403265,False,False,True
426,9474 VILLAGE TREE DR,ELK GROVE,95758,CA,4,2,1776,Mon May 19 00:00:00 EDT 2008,210000,38.413947,-121.408276,False,False,True
427,7213 CALVIN DR,CITRUS HEIGHTS,95621,CA,3,1,1258,Mon May 19 00:00:00 EDT 2008,212000,38.698154,-121.298375,False,False,True
428,8167 DERBY PARK CT,SACRAMENTO,95828,CA,4,2,1872,Mon May 19 00:00:00 EDT 2008,213675,38.460492,-121.373379,False,False,True
429,6344 LAGUNA MIRAGE LN,ELK GROVE,95758,CA,2,2,1112,Mon May 19 00:00:00 EDT 2008,213697,38.423963,-121.428875,False,False,True
430,2945 RED HAWK WAY,SACRAMENTO,95833,CA,4,2,1856,Mon May 19 00:00:00 EDT 2008,215000,38.619675,-121.496903,False,False,True
431,3228 I ST,SACRAMENTO,95816,CA,4,3,1939,Mon May 19 00:00:00 EDT 2008,215000,38.573844,-121.462839,False,False,True
432,308 ATKINSON ST,ROSEVILLE,95678,CA,3,1,998,Mon May 19 00:00:00 EDT 2008,215100,38.746794,-121.29971,False,False,True
433,624 HOVEY WAY,ROSEVILLE,95678,CA,3,2,1758,Mon May 19 00:00:00 EDT 2008,217500,38.756149,-121.306479,False,False,True
434,110 COPPER LEAF WAY,SACRAMENTO,95838,CA,3,2,2142,Mon May 19 00:00:00 EDT 2008,218000,38.658466,-121.460661,False,False,True
435,7535 ALMA VISTA WAY,SACRAMENTO,95831,CA,2,1,950,Mon May 19 00:00:00 EDT 2008,220000,38.48403,-121.507641,False,False,True
436,7423 WILSALL CT,ELK GROVE,95758,CA,4,3,1739,Mon May 19 00:00:00 EDT 2008,221000,38.417026,-121.416821,False,False,True
437,8629 VIA ALTA WAY,ELK GROVE,95624,CA,3,2,1516,Mon May 19 00:00:00 EDT 2008,222900,38.398245,-121.380615,False,False,True
438,3318 DAVIDSON DR,ANTELOPE,95843,CA,3,1,988,Mon May 19 00:00:00 EDT 2008,223139,38.705753,-121.388917,False,False,True
439,913 COBDEN CT,GALT,95632,CA,4,2,1555,Mon May 19 00:00:00 EDT 2008,225500,38.282001,-121.295902,False,False,True
440,4419 79TH ST,SACRAMENTO,95820,CA,3,2,1212,Mon May 19 00:00:00 EDT 2008,228327,38.534827,-121.412545,False,False,True
441,3012 SPOONWOOD WAY,SACRAMENTO,95833,CA,4,2,1871,Mon May 19 00:00:00 EDT 2008,230000,38.62478,-121.523474,False,False,True
442,8728 CRYSTAL RIVER WAY,SACRAMENTO,95828,CA,3,2,1302,Mon May 19 00:00:00 EDT 2008,230000,38.47547,-121.380055,False,False,True
443,4709 AMBER LN Unit 1,SACRAMENTO,95841,CA,2,1,756,Mon May 19 00:00:00 EDT 2008,230522,38.657789,-121.354994,True,False,False
444,4508 OLD DAIRY DR,ANTELOPE,95843,CA,4,3,2026,Mon May 19 00:00:00 EDT 2008,231200,38.72286,-121.358939,False,False,True
445,312 RIVER ISLE WAY,SACRAMENTO,95831,CA,3,2,1375,Mon May 19 00:00:00 EDT 2008,232000,38.49026,-121.550527,False,False,True
446,301 OLIVADI WAY,SACRAMENTO,95834,CA,2,2,1250,Mon May 19 00:00:00 EDT 2008,232500,38.644406,-121.549049,True,False,False
447,5636 25TH ST,SACRAMENTO,95822,CA,3,1,1058,Mon May 19 00:00:00 EDT 2008,233641,38.523828,-121.481139,False,False,True
448,8721 SPRUCE RIDGE WAY,ANTELOPE,95843,CA,3,2,1187,Mon May 19 00:00:00 EDT 2008,234000,38.727657,-121.391028,False,False,True
449,7461 WINDBRIDGE DR,SACRAMENTO,95831,CA,2,2,1324,Mon May 19 00:00:00 EDT 2008,234500,38.48797,-121.530229,False,False,True
450,8101 LEMON COVE CT,SACRAMENTO,95828,CA,4,3,1936,Mon May 19 00:00:00 EDT 2008,235000,38.462981,-121.408288,False,False,True
451,10949 SCOTSMAN WAY,RANCHO CORDOVA,95670,CA,5,4,2382,Mon May 19 00:00:00 EDT 2008,236000,38.603686,-121.277844,False,True,False
452,617 WILLOW CREEK DR,FOLSOM,95630,CA,3,2,1427,Mon May 19 00:00:00 EDT 2008,236073,38.679626,-121.142609,False,False,True
453,3301 PARK DR Unit 1914,SACRAMENTO,95835,CA,3,2,1678,Mon May 19 00:00:00 EDT 2008,238000,38.665296,-121.531993,True,False,False
454,709 CIMMARON CT,GALT,95632,CA,4,2,1798,Mon May 19 00:00:00 EDT 2008,238861,38.277177,-121.303747,False,False,True
455,3305 RIO ROCA CT,ANTELOPE,95843,CA,4,3,2652,Mon May 19 00:00:00 EDT 2008,239700,38.725079,-121.387698,False,False,True
456,9080 BEDROCK CT,SACRAMENTO,95829,CA,4,2,1816,Mon May 19 00:00:00 EDT 2008,240000,38.456939,-121.362965,False,False,True
457,100 TOURMALINE CIR,SACRAMENTO,95834,CA,5,3,3076,Mon May 19 00:00:00 EDT 2008,240000,38.63437,-121.510779,False,False,True
458,6411 RED BIRCH WAY,ELK GROVE,95758,CA,4,2,1844,Mon May 19 00:00:00 EDT 2008,241000,38.43461,-121.429316,False,False,True
459,4867 LAGUNA DR,SACRAMENTO,95823,CA,3,2,1306,Mon May 19 00:00:00 EDT 2008,245000,38.46179,-121.445371,False,False,True
460,3662 RIVER DR,SACRAMENTO,95833,CA,4,3,2447,Mon May 19 00:00:00 EDT 2008,246000,38.604969,-121.54255,False,False,True
461,6943 WOLFGRAM WAY,SACRAMENTO,95828,CA,4,2,1176,Mon May 19 00:00:00 EDT 2008,247234,38.489215,-121.419546,False,False,True
462,77 RINETTI WAY,RIO LINDA,95673,CA,4,2,1182,Mon May 19 00:00:00 EDT 2008,247480,38.687021,-121.463151,False,False,True
463,1316 I ST,RIO LINDA,95673,CA,3,1,1160,Mon May 19 00:00:00 EDT 2008,249862,38.683674,-121.435204,False,False,True
464,2130 CATHERWOOD WAY,SACRAMENTO,95835,CA,3,2,1424,Mon May 19 00:00:00 EDT 2008,251000,38.675506,-121.510987,False,False,True
465,8304 JUGLANS DR,ORANGEVALE,95662,CA,4,2,1574,Mon May 19 00:00:00 EDT 2008,252155,38.691829,-121.249033,False,False,True
466,5308 MARBURY WAY,ANTELOPE,95843,CA,3,2,1830,Mon May 19 00:00:00 EDT 2008,254172,38.710221,-121.341707,False,False,True
467,9182 LAKEMONT DR,ELK GROVE,95624,CA,4,2,1724,Mon May 19 00:00:00 EDT 2008,258000,38.451353,-121.358776,False,False,True
468,2231 COUNTRY VILLA CT,AUBURN,95603,CA,2,2,1255,Mon May 19 00:00:00 EDT 2008,260000,38.931671,-121.097862,True,False,False
470,361 MAHONIA CIR,SACRAMENTO,95835,CA,4,3,2175,Mon May 19 00:00:00 EDT 2008,261000,38.676172,-121.509761,False,False,True
471,3427 LA CADENA WAY,SACRAMENTO,95835,CA,4,2,1904,Mon May 19 00:00:00 EDT 2008,261000,38.681194,-121.537351,False,False,True
472,955 BIG SUR CT,EL DORADO HILLS,95762,CA,4,2,1808,Mon May 19 00:00:00 EDT 2008,262500,38.664347,-121.076529,False,False,True
473,11826 DIONYSUS WAY,RANCHO CORDOVA,95742,CA,4,2,2711,Mon May 19 00:00:00 EDT 2008,266000,38.551046,-121.239411,False,False,True
474,5847 DEL CAMPO LN,CARMICHAEL,95608,CA,3,1,1713,Mon May 19 00:00:00 EDT 2008,266000,38.671995,-121.324339,False,False,True
475,5635 FOXVIEW WAY,ELK GROVE,95757,CA,3,2,1457,Mon May 19 00:00:00 EDT 2008,270000,38.395256,-121.438249,False,False,True
476,10372 VIA CINTA CT,ELK GROVE,95757,CA,4,3,2724,Mon May 19 00:00:00 EDT 2008,274425,38.380089,-121.428186,False,False,True
478,7744 SOUTHBREEZE DR,SACRAMENTO,95828,CA,3,2,1468,Mon May 19 00:00:00 EDT 2008,275336,38.476932,-121.378349,False,False,True
479,2242 ABLE WAY,SACRAMENTO,95835,CA,4,3,2550,Mon May 19 00:00:00 EDT 2008,277980,38.666074,-121.509743,False,False,True
480,1042 STARBROOK DR,GALT,95632,CA,4,2,1928,Mon May 19 00:00:00 EDT 2008,280000,38.285611,-121.293063,False,False,True
481,1219 G ST,SACRAMENTO,95814,CA,3,3,1922,Mon May 19 00:00:00 EDT 2008,284686,38.582818,-121.489096,False,False,True
482,6220 OPUS CT,CITRUS HEIGHTS,95621,CA,3,2,1343,Mon May 19 00:00:00 EDT 2008,284893,38.715853,-121.317095,False,False,True
483,5419 HAVENHURST CIR,ROCKLIN,95677,CA,3,2,1510,Mon May 19 00:00:00 EDT 2008,285000,38.786746,-121.209957,False,False,True
484,220 OLD AIRPORT RD,AUBURN,95603,CA,2,2,960,Mon May 19 00:00:00 EDT 2008,285000,38.939802,-121.054575,False,True,False
485,4622 MEYER WAY,CARMICHAEL,95608,CA,4,2,1559,Mon May 19 00:00:00 EDT 2008,285000,38.64913,-121.310667,False,False,True
486,4885 SUMMIT VIEW DR,EL DORADO,95623,CA,3,2,1624,Mon May 19 00:00:00 EDT 2008,289000,38.673285,-120.879176,False,False,True
487,26 JEANROSS CT,SACRAMENTO,95832,CA,5,3,2992,Mon May 19 00:00:00 EDT 2008,295000,38.473162,-121.491085,False,False,True
488,4800 MAPLEPLAIN AVE,ELK GROVE,95758,CA,4,2,2109,Mon May 19 00:00:00 EDT 2008,296000,38.432848,-121.449237,False,False,True
489,10629 BASIE WAY,RANCHO CORDOVA,95670,CA,4,2,1524,Mon May 19 00:00:00 EDT 2008,296056,38.579,-121.292627,False,False,True
490,8612 WILLOW GROVE WAY,SACRAMENTO,95828,CA,3,2,1248,Mon May 19 00:00:00 EDT 2008,297359,38.464994,-121.386962,False,False,True
491,62 DE FER CIR,SACRAMENTO,95823,CA,4,2,1876,Mon May 19 00:00:00 EDT 2008,299940,38.49254,-121.463316,False,False,True
493,3253 ABOTO WAY,RANCHO CORDOVA,95670,CA,4,3,1851,Mon May 19 00:00:00 EDT 2008,305000,38.57727,-121.285591,False,False,True
495,251 CHANGO CIR,SACRAMENTO,95835,CA,4,2,2218,Mon May 19 00:00:00 EDT 2008,311328,38.68237,-121.539147,False,False,True
496,8205 WEYBURN CT,SACRAMENTO,95828,CA,3,2,1394,Mon May 19 00:00:00 EDT 2008,313138,38.47316,-121.403893,False,False,True
497,8788 LA MARGARITA WAY,SACRAMENTO,95828,CA,3,2,1410,Mon May 19 00:00:00 EDT 2008,316630,38.468185,-121.375694,False,False,True
498,5912 DEEPDALE WAY,ELK GROVE,95758,CA,5,3,3468,Mon May 19 00:00:00 EDT 2008,320000,38.439565,-121.436606,False,False,True
499,4712 PISMO BEACH DR,ANTELOPE,95843,CA,5,3,2346,Mon May 19 00:00:00 EDT 2008,320000,38.707705,-121.354153,False,False,True
500,4741 PACIFIC PARK DR,ANTELOPE,95843,CA,5,3,2347,Mon May 19 00:00:00 EDT 2008,325000,38.709299,-121.353056,False,False,True
501,310 GROTH CIR,SACRAMENTO,95834,CA,4,2,1659,Mon May 19 00:00:00 EDT 2008,328578,38.638764,-121.531827,False,False,True
502,6121 WILD FOX CT,ELK GROVE,95757,CA,3,3,2442,Mon May 19 00:00:00 EDT 2008,331000,38.406758,-121.431669,False,False,True
504,29 COOL FOUNTAIN CT,SACRAMENTO,95833,CA,4,2,2155,Mon May 19 00:00:00 EDT 2008,340000,38.606906,-121.54132,False,False,True
506,8909 BILLFISH WAY,SACRAMENTO,95828,CA,3,2,1810,Mon May 19 00:00:00 EDT 2008,345746,38.475433,-121.372584,False,False,True
507,6232 GUS WAY,ELK GROVE,95757,CA,4,2,2789,Mon May 19 00:00:00 EDT 2008,351000,38.388129,-121.43117,False,False,True
508,200 OAKWILDE ST,GALT,95632,CA,4,2,1606,Mon May 19 00:00:00 EDT 2008,353767,38.2535,-121.31812,False,False,True
510,200 ALLAIRE CIR,SACRAMENTO,95835,CA,4,2,2166,Mon May 19 00:00:00 EDT 2008,356035,38.68318,-121.53484,False,False,True
512,5479 NICKMAN WAY,SACRAMENTO,95835,CA,4,2,1871,Mon May 19 00:00:00 EDT 2008,360552,38.672966,-121.502748,False,False,True
513,2103 BURBERRY WAY,SACRAMENTO,95835,CA,3,2,1800,Mon May 19 00:00:00 EDT 2008,362305,38.67342,-121.508542,False,False,True
514,2450 SAN JOSE WAY,SACRAMENTO,95817,CA,3,1,1683,Mon May 19 00:00:00 EDT 2008,365000,38.553596,-121.459483,False,False,True
517,2802 BLACK OAK DR,ROCKLIN,95765,CA,2,2,1596,Mon May 19 00:00:00 EDT 2008,370000,38.837006,-121.232024,False,False,True
519,10112 LAMBEAU CT,ELK GROVE,95757,CA,3,2,1179,Mon May 19 00:00:00 EDT 2008,378000,38.390328,-121.448022,False,False,True
521,3622 CURTIS DR,SACRAMENTO,95818,CA,3,1,1639,Mon May 19 00:00:00 EDT 2008,388000,38.541735,-121.480098,False,False,True
522,11817 OPAL RIDGE WAY,RANCHO CORDOVA,95742,CA,5,3,3281,Mon May 19 00:00:00 EDT 2008,395100,38.551083,-121.237476,False,False,True
523,170 LAGOMARSINO WAY,SACRAMENTO,95819,CA,3,2,1697,Mon May 19 00:00:00 EDT 2008,400000,38.574894,-121.435806,False,False,True
525,3361 ALDER CANYON WAY,ANTELOPE,95843,CA,4,3,2085,Mon May 19 00:00:00 EDT 2008,408431,38.727649,-121.385656,False,False,True
527,398 LINDLEY DR,SACRAMENTO,95815,CA,4,2,1744,Mon May 19 00:00:00 EDT 2008,416767,38.622359,-121.457582,False,True,False
529,169 BAURER CIR,FOLSOM,95630,CA,4,3,1939,Mon May 19 00:00:00 EDT 2008,423000,38.66695,-121.120729,False,False,True
531,1315 KONDOS AVE,SACRAMENTO,95814,CA,2,3,1788,Mon May 19 00:00:00 EDT 2008,427500,38.571943,-121.492106,False,False,True
532,4966 CHARTER RD,ROCKLIN,95765,CA,3,2,1691,Mon May 19 00:00:00 EDT 2008,430922,38.82553,-121.254698,False,False,True
533,9516 LAGUNA LAKE WAY,ELK GROVE,95758,CA,4,2,2002,Mon May 19 00:00:00 EDT 2008,445000,38.411258,-121.431348,False,False,True
534,5201 BLOSSOM RANCH DR,ELK GROVE,95757,CA,4,4,4303,Mon May 19 00:00:00 EDT 2008,450000,38.399436,-121.444041,False,False,True
535,3027 PALMATE WAY,SACRAMENTO,95834,CA,5,3,4246,Mon May 19 00:00:00 EDT 2008,452000,38.628955,-121.529269,False,False,True
536,500 WINCHESTER CT,ROSEVILLE,95661,CA,3,2,2274,Mon May 19 00:00:00 EDT 2008,470000,38.73988,-121.248929,False,False,True
538,6935 ELM TREE LN,ORANGEVALE,95662,CA,4,4,3056,Mon May 19 00:00:00 EDT 2008,475000,38.693041,-121.23294,False,False,True
539,9605 GOLF COURSE LN,ELK GROVE,95758,CA,3,3,2503,Mon May 19 00:00:00 EDT 2008,484500,38.409689,-121.446059,False,False,True
542,100 CHELSEA CT,FOLSOM,95630,CA,3,2,1905,Mon May 19 00:00:00 EDT 2008,500000,38.69435,-121.177259,False,False,True
543,1500 ORANGE HILL LN,PENRYN,95663,CA,3,2,1320,Mon May 19 00:00:00 EDT 2008,506688,38.862708,-121.162092,False,False,True
546,2049 EMPIRE MINE CIR,GOLD RIVER,95670,CA,4,2,3037,Mon May 19 00:00:00 EDT 2008,528000,38.629299,-121.249021,False,False,True
547,9360 MAGOS RD,WILTON,95693,CA,5,2,3741,Mon May 19 00:00:00 EDT 2008,579093,38.416809,-121.240628,False,False,True
548,104 CATLIN CT,FOLSOM,95630,CA,4,3,2660,Mon May 19 00:00:00 EDT 2008,636000,38.684459,-121.145935,False,False,True
549,4734 GIBBONS DR,CARMICHAEL,95608,CA,4,3,3357,Mon May 19 00:00:00 EDT 2008,668365,38.63558,-121.353639,False,False,True
550,4629 DORCHESTER LN,GRANITE BAY,95746,CA,5,3,2896,Mon May 19 00:00:00 EDT 2008,676200,38.723545,-121.216025,False,False,True
551,2400 COUNTRYSIDE DR,PLACERVILLE,95667,CA,3,2,2025,Mon May 19 00:00:00 EDT 2008,677048,38.737452,-120.910963,False,False,True
552,12901 FURLONG DR,WILTON,95693,CA,5,3,3788,Mon May 19 00:00:00 EDT 2008,691659,38.413535,-121.188211,False,False,True
553,6222 CALLE MONTALVO CIR,GRANITE BAY,95746,CA,5,3,3670,Mon May 19 00:00:00 EDT 2008,760000,38.779435,-121.146676,False,False,True
603,8208 WOODYARD WAY,CITRUS HEIGHTS,95621,CA,3,2,1166,Fri May 16 00:00:00 EDT 2008,30000,38.715322,-121.314787,False,False,True
605,15 LOORZ CT,SACRAMENTO,95823,CA,2,1,838,Fri May 16 00:00:00 EDT 2008,55422,38.471646,-121.435158,False,False,True
606,5805 DOTMAR WAY,NORTH HIGHLANDS,95660,CA,2,1,904,Fri May 16 00:00:00 EDT 2008,63000,38.672642,-121.380343,False,False,True
607,2332 CAMBRIDGE ST,SACRAMENTO,95815,CA,2,1,1032,Fri May 16 00:00:00 EDT 2008,65000,38.608085,-121.449651,False,False,True
608,3812 BELDEN ST,SACRAMENTO,95838,CA,2,1,904,Fri May 16 00:00:00 EDT 2008,65000,38.636833,-121.44164,False,False,True
609,3348 40TH ST,SACRAMENTO,95817,CA,2,1,1080,Fri May 16 00:00:00 EDT 2008,65000,38.544162,-121.460652,False,False,True
610,127 QUASAR CIR,SACRAMENTO,95822,CA,2,2,990,Fri May 16 00:00:00 EDT 2008,66500,38.493504,-121.475304,False,False,True
611,3812 CYPRESS ST,SACRAMENTO,95838,CA,2,1,900,Fri May 16 00:00:00 EDT 2008,71000,38.636877,-121.444948,False,False,True
612,5821 64TH ST,SACRAMENTO,95824,CA,2,1,861,Fri May 16 00:00:00 EDT 2008,75000,38.521202,-121.428146,False,False,True
613,8248 CENTER PKWY,SACRAMENTO,95823,CA,2,1,906,Fri May 16 00:00:00 EDT 2008,77000,38.459002,-121.428794,True,False,False
614,1171 SONOMA AVE,SACRAMENTO,95815,CA,2,1,1011,Fri May 16 00:00:00 EDT 2008,85000,38.6238,-121.439872,False,False,True
615,4250 ARDWELL WAY,SACRAMENTO,95823,CA,3,2,1089,Fri May 16 00:00:00 EDT 2008,95625,38.466938,-121.455631,False,False,True
616,3104 CLAY ST,SACRAMENTO,95815,CA,2,1,832,Fri May 16 00:00:00 EDT 2008,96140,38.62391,-121.439208,False,False,True
617,6063 LAND PARK DR,SACRAMENTO,95822,CA,2,1,800,Fri May 16 00:00:00 EDT 2008,104250,38.517029,-121.513809,True,False,False
618,4738 OAKHOLLOW DR,SACRAMENTO,95842,CA,4,2,1292,Fri May 16 00:00:00 EDT 2008,105000,38.679598,-121.356035,False,False,True
619,1401 STERLING ST,SACRAMENTO,95822,CA,2,1,810,Fri May 16 00:00:00 EDT 2008,108000,38.520319,-121.504727,False,False,True
620,3715 DIDCOT CIR,SACRAMENTO,95838,CA,4,2,1064,Fri May 16 00:00:00 EDT 2008,109000,38.635232,-121.460098,False,False,True
621,2426 RASHAWN DR,RANCHO CORDOVA,95670,CA,2,1,911,Fri May 16 00:00:00 EDT 2008,115000,38.610852,-121.273278,False,False,True
622,4800 WESTLAKE PKWY Unit 410,SACRAMENTO,95835,CA,1,1,846,Fri May 16 00:00:00 EDT 2008,115000,38.658812,-121.542345,True,False,False
623,3409 VIRGO ST,SACRAMENTO,95827,CA,3,2,1320,Fri May 16 00:00:00 EDT 2008,115500,38.563402,-121.327747,False,False,True
624,1110 PINEDALE AVE,SACRAMENTO,95838,CA,3,2,1410,Fri May 16 00:00:00 EDT 2008,115620,38.660173,-121.440216,False,False,True
625,2361 LA LOMA DR,RANCHO CORDOVA,95670,CA,3,2,1115,Fri May 16 00:00:00 EDT 2008,116000,38.59368,-121.316054,False,False,True
626,1455 64TH AVE,SACRAMENTO,95822,CA,3,2,1169,Fri May 16 00:00:00 EDT 2008,122000,38.492177,-121.503392,False,False,True
627,7328 SPRINGMAN ST,SACRAMENTO,95822,CA,3,2,1164,Fri May 16 00:00:00 EDT 2008,122500,38.491991,-121.477636,False,False,True
628,119 SAINT MARIE CIR,SACRAMENTO,95823,CA,4,2,1341,Fri May 16 00:00:00 EDT 2008,123000,38.481454,-121.446644,False,False,True
629,12 COSTA BRASE CT,SACRAMENTO,95838,CA,3,2,1219,Fri May 16 00:00:00 EDT 2008,124000,38.655554,-121.464275,False,False,True
630,6813 SCOTER WAY,SACRAMENTO,95842,CA,4,2,1127,Fri May 16 00:00:00 EDT 2008,124000,38.69043,-121.361035,False,False,True
631,6548 GRAYLOCK LN,NORTH HIGHLANDS,95660,CA,3,2,1272,Fri May 16 00:00:00 EDT 2008,124413,38.686061,-121.369949,False,False,True
632,1630 GLIDDEN AVE,SACRAMENTO,95822,CA,4,2,1253,Fri May 16 00:00:00 EDT 2008,125000,38.482717,-121.499683,False,False,True
633,7825 DALEWOODS WAY,SACRAMENTO,95828,CA,3,2,1120,Fri May 16 00:00:00 EDT 2008,130000,38.477297,-121.411513,False,False,True
634,4073 TRESLER AVE,NORTH HIGHLANDS,95660,CA,2,2,1118,Fri May 16 00:00:00 EDT 2008,131750,38.659016,-121.370457,False,False,True
635,4288 DYMIC WAY,SACRAMENTO,95838,CA,4,3,1890,Fri May 16 00:00:00 EDT 2008,137721,38.646541,-121.441139,False,False,True
636,1158 SAN IGNACIO WAY,SACRAMENTO,95833,CA,3,2,1260,Fri May 16 00:00:00 EDT 2008,137760,38.623045,-121.486279,False,False,True
637,4904 J PKWY,SACRAMENTO,95823,CA,3,2,1400,Fri May 16 00:00:00 EDT 2008,138000,38.487297,-121.44295,False,False,True
638,2931 HOWE AVE,SACRAMENTO,95821,CA,3,1,1264,Fri May 16 00:00:00 EDT 2008,140000,38.619012,-121.415329,False,False,True
639,5531 JANSEN DR,SACRAMENTO,95824,CA,3,1,1060,Fri May 16 00:00:00 EDT 2008,145000,38.522015,-121.438713,False,False,True
640,7836 ORCHARD WOODS CIR,SACRAMENTO,95828,CA,2,2,1132,Fri May 16 00:00:00 EDT 2008,145000,38.47955,-121.410867,False,False,True
641,4055 DEERBROOK DR,SACRAMENTO,95823,CA,3,2,1466,Fri May 16 00:00:00 EDT 2008,150000,38.472117,-121.459589,False,False,True
642,9937 BURLINE ST,SACRAMENTO,95827,CA,3,2,1092,Fri May 16 00:00:00 EDT 2008,150000,38.559641,-121.32316,False,False,True
643,6948 MIRADOR WAY,SACRAMENTO,95828,CA,4,2,1628,Fri May 16 00:00:00 EDT 2008,151000,38.493484,-121.42035,False,False,True
644,4909 RUGER CT,SACRAMENTO,95842,CA,3,2,960,Fri May 16 00:00:00 EDT 2008,155000,38.68747,-121.349234,False,False,True
645,7204 KERSTEN ST,CITRUS HEIGHTS,95621,CA,3,2,1075,Fri May 16 00:00:00 EDT 2008,155800,38.695863,-121.300814,False,False,True
646,3150 ROSEMONT DR,SACRAMENTO,95826,CA,3,2,1428,Fri May 16 00:00:00 EDT 2008,156142,38.554927,-121.35521,False,False,True
647,8200 STEINBECK WAY,SACRAMENTO,95828,CA,4,2,1358,Fri May 16 00:00:00 EDT 2008,158000,38.474854,-121.404726,False,False,True
648,8198 STEVENSON AVE,SACRAMENTO,95828,CA,6,4,2475,Fri May 16 00:00:00 EDT 2008,159900,38.465271,-121.40426,False,True,False
649,6824 OLIVE TREE WAY,CITRUS HEIGHTS,95610,CA,3,2,1410,Fri May 16 00:00:00 EDT 2008,160000,38.689239,-121.267737,False,False,True
650,3536 SUN MAIDEN WAY,ANTELOPE,95843,CA,3,2,1711,Fri May 16 00:00:00 EDT 2008,161500,38.70968,-121.382328,False,False,True
651,4517 OLYMPIAD WAY,SACRAMENTO,95826,CA,4,2,1483,Fri May 16 00:00:00 EDT 2008,161600,38.536751,-121.359154,False,False,True
652,925 COBDEN CT,GALT,95632,CA,3,2,1140,Fri May 16 00:00:00 EDT 2008,162000,38.282047,-121.295812,False,False,True
653,8225 SCOTTSDALE DR,SACRAMENTO,95828,CA,4,2,1549,Fri May 16 00:00:00 EDT 2008,165000,38.487864,-121.402476,False,False,True
654,8758 LEMAS RD,SACRAMENTO,95828,CA,3,2,1410,Fri May 16 00:00:00 EDT 2008,165000,38.467487,-121.377055,False,False,True
655,6121 ALPINESPRING WAY,ELK GROVE,95758,CA,3,2,1240,Fri May 16 00:00:00 EDT 2008,167293,38.434075,-121.432623,False,False,True
656,5937 YORK GLEN WAY,SACRAMENTO,95842,CA,5,2,1712,Fri May 16 00:00:00 EDT 2008,168000,38.677003,-121.354454,False,False,True
657,6417 SUNNYFIELD WAY,SACRAMENTO,95823,CA,4,2,1580,Fri May 16 00:00:00 EDT 2008,168000,38.449153,-121.428272,False,False,True
